Intersection,City,State,Latitude,Longitude,District,County,AnnualEst,logAnnualEst,PopH,WalkComH,HseHldH,WalkComPctH,PopQ,WalkComQ,HseHldQ,WalkComPctQ,PopT,WalkComT,HseHldT,PrincArt,MinorArt,Collector,Int4way,SchoolsH,SchoolsQ,SchoolsT,Signal,MaxSlope,EmpSF_H,EmpSF_Q,EmpSF_T,EmpH,EmpQ,EmpT,StMetersH,StSegH,StMetersQ,StSegQ,StMetersT,StSegT,logPopH,logWalkComH,logHseHldH,logWalkComPctH,logPopQ,logWalkComQ,logHseHldQ,logWalkComPctQ,logPopT,logWalkComT,logHseHldT,logMaxSlope,logEmpSF_H,logEmpSF_Q,logEmpSF_T,logEmpH,logEmpQ,logEmpT,logStMetersH,logStSegH,logStMetersQ,logStSegQ,logStMetersT,logStSegT
WESTERN AVENUE & IMPERIAL HIGHWAY,0,CA,33.931029,-118.308938,7,Los Angeles,1625665,14.30142752,4978.057834,7.94191346,1765.430261,0.004203977,1094.893612,2.948388196,405.5636242,0.008265595,181.7744849,0.50523895,67.48635528,2,0,0,1,2,1,0,1,0.0368,236250,191250,97500,1489,905,186,33553.88934,286,33553.88934,286,10426.88758,98,8.512795302,2.072280142,7.47615028,-5.258332227,6.998413393,1.081597758,6.00528023,-4.681447201,5.202772326,-0.680746488,4.211940251,-3.275446176,12.37264585,12.16133676,11.48760767,7.305860704,6.807936049,5.22575205,10.42090806,5.655991811,10.42090806,5.655991811,9.252143094,4.584967479
VERMONT AVENUE & FLORENCE AVENUE,0,CA,33.974619,-118.291861,7,Los Angeles,1583601,14.27521193,13505.82686,52.1205465,3977.776458,0.009814642,3553.166394,11.31374142,900.3316905,0.007816752,571.0478648,1.525721323,142.3230887,1,0,0,0,4,2,0,0,8.00E-04,398750,192500,76250,1923,780,137,42944.92806,490,42944.92806,490,14011.94681,186,9.510876565,3.953578424,8.288478515,-4.526854338,8.175594708,2.426106426,6.802764351,-4.731101731,6.347474784,0.42312251,4.958106772,-6.319968614,12.89608994,12.16785144,11.24177271,7.561642266,6.659295202,4.919988225,10.66767383,6.194405391,10.66767383,6.194405391,9.547665588,5.225746674
VERMONT AVENUE & MANCHESTER AVENUE,0,CA,33.960025,-118.291879,7,Los Angeles,2222731,14.61424718,15516.58545,81.86420435,4788.81138,0.01655854,3864.050747,9.41340124,1216.563005,0.007917859,588.331665,1.29891969,196.7359571,1,0,0,1,4,3,1,1,0.0126,792500,396250,137500,1911,965,197,40215.02451,376,40215.02451,376,13726.76447,148,9.649664825,4.405074045,8.474037722,-4.042214861,8.259471587,2.242240564,7.103785775,-4.719699384,6.377292545,0.262302486,5.281867593,-4.297685486,13.58294779,12.88980061,11.8313792,7.555382468,6.872129138,5.283208805,10.60199595,5.929589143,10.60199595,5.929589143,9.527102817,4.997212274
VERMONT AVENUE & CENTURY BOULEVARD,0,CA,33.945492,-118.291822,7,Los Angeles,838351,13.63919215,15123.49058,38.80036524,4351.569391,0.00741795,3829.572879,5.683895795,1099.312286,0.004057872,617.7451557,0.100466728,177.1547206,2,0,0,1,1,0,0,1,0.0099,258750,162500,128750,895,377,264,40605.04863,359,40605.04863,359,12058.27644,123,9.624004547,3.658455433,8.378292068,-4.777388978,8.250508817,1.737812797,7.002440978,-5.286809437,6.426077622,-2.288024337,5.177029123,-4.51899249,12.46361763,11.99843329,11.76562783,6.796824836,5.93224784,5.575952891,10.61164769,5.883322388,10.61164769,5.883322388,9.397506544,4.812184355
VERMONT AVENUE & IMPERIAL HIGHWAY,0,CA,33.930922,-118.291953,7,Los Angeles,830790,13.63013234,11321.13121,68.49180664,3359.828553,0.015836433,2750.210133,9.877590728,814.1820441,0.009377392,449.0644788,0.389283568,131.1490678,2,0,0,1,2,1,0,1,0.013,376250,110000,71250,898,198,103,45302.71498,481,45302.71498,481,15112.81055,179,9.334426366,4.226728727,8.119645523,-4.084210102,7.919432963,2.290369863,6.702185211,-4.568125685,6.10716871,-0.940881707,4.876342223,-4.268697949,12.8380091,11.60823565,11.17395011,6.800171182,5.288272081,4.634738697,10.72112224,6.17586727,10.72112224,6.17586727,9.623298044,5.187385806
FIGUEROA STREET & FLORENCE AVENUE,0,CA,33.974657,-118.282672,7,Los Angeles,1398689,14.15104593,16072.71169,160.6625139,4384.235475,0.02646086,3383.482437,25.73901828,1047.073438,0.019733651,484.5967588,5.306532252,157.9462646,2,0,0,1,1,0,0,1,0.0027,526250,228750,148750,2072,528,209,52069.93796,522,52069.93796,522,15469.67576,153,9.684878249,5.079312202,8.385770768,-3.594993548,8.12666106,3.248046912,6.953755305,-3.875997246,6.183319184,1.669126991,5.062261209,-5.599422459,13.17353167,12.34038499,11.91002233,7.636270086,6.269098178,5.342339037,10.86034305,6.257667588,10.86034305,6.257667588,9.646636984,5.030437921
FIGUEROA STREET & MANCHESTER AVENUE,0,CA,33.96008,-118.282701,7,Los Angeles,1260243,14.04681512,14804.19297,63.6045128,4200.383153,0.013036177,3031.266151,20.47949308,911.9492851,0.01949203,526.4841532,3.375960181,156.8503908,2,0,0,1,6,3,1,1,0.0166,950000,186250,115000,1804,435,178,43714.11422,453,43714.11422,453,13070.09793,176,9.602665796,4.152700146,8.342931265,-4.266117243,8.016736013,3.019472876,6.815585477,-3.887719249,6.266223132,1.21697595,5.055298802,-4.039856377,13.76421726,12.13484514,11.65268742,7.497762255,6.07534833,5.181789168,10.68542631,6.115892125,10.68542631,6.115892125,9.478082299,5.170483995
FIGUEROA STREET & CENTURY BOULEVARD,0,CA,33.945529,-118.282613,7,Los Angeles,656198,13.39421785,14412.97051,38.10603416,3706.043097,0.007336525,3049.926567,7.186004811,855.1239095,0.005971569,485.1074576,0,135.4223018,2,0,0,1,4,1,0,1,0.008,3.00E+05,97500,21250,877,386,41,45279.91505,547,45279.91505,547,13314.23744,187,9.57588388,3.640398889,8.217720305,-4.787108849,8.022873121,1.972274508,6.751247551,-4.965914972,6.18437249,-6.907755279,4.908405442,-4.710530702,12.61153776,11.48760767,9.964112221,6.776508133,5.95583996,3.713596457,10.72061884,6.304448802,10.72061884,6.304448802,9.496589226,5.231108617
FIGUEROA STREET & IMPERIAL HIGHWAY,0,CA,33.930993,-118.282593,7,Los Angeles,753870,13.53297522,9448.024445,150.4018349,2560.275343,0.045107654,2027.932799,50.17898528,570.4521319,0.072092802,293.3618498,8.873375219,83.97801219,2,0,0,1,3,1,0,1,0.0144,302500,111250,75000,631,388,123,64658.99621,1118,64658.99621,1118,21291.13102,521,9.153561051,5.01331726,7.847870478,-3.076776307,7.614772721,3.915616248,6.346431013,-2.616025385,5.681410238,2.183167935,4.430566913,-4.17338777,12.61983656,11.61953521,11.22524341,6.447307447,5.961007917,4.812192485,11.07688253,7.019296654,11.07688253,7.019296654,9.966045881,6.255750042
INGLEWOOD AVENUE & ROSECRANS AVENUE,0,CA,33.901741,-118.361272,7,Los Angeles,311272,12.64842241,9260.68102,88.0705626,2812.843681,0.021424035,2423.29621,29.05632397,661.8420503,0.028620765,297.4818741,2.46162102,88.4808863,1,1,0,1,3,1,0,1,0.0041,1680000,492500,262500,4017,1222,281,27326.37895,246,27326.37895,246,7048.031758,73,9.133532977,4.478149695,7.941951592,-3.797621912,7.792884375,3.369270568,6.495028444,-3.519279643,5.695356657,0.901226238,4.482797856,-5.278514739,14.33430435,13.10724974,12.47800636,8.298290883,7.108244958,5.638358228,10.21560778,5.505331536,10.21560778,5.505331536,8.860503674,4.290459441
HAWTHORNE BOULEVARD & ROSECRANS AVENUE,0,CA,33.901915,-118.35237,7,Los Angeles,939483,13.753085,13721.83346,106.7460816,4321.256607,0.016659491,3345.195236,29.32100719,1077.014727,0.01738866,560.0427869,5.106744285,177.8928897,2,0,0,1,6,1,0,0,0.006,1212500,598750,230000,3384,1002,402,29965.07874,251,29965.07874,251,8171.645264,74,9.526743599,4.670462313,8.371301752,-4.03648193,8.115280636,3.378338333,6.98194928,-3.996021109,6.328014972,1.630757875,5.181187247,-4.96184513,14.0081949,13.30259943,12.34583459,8.126814016,6.90975428,5.996454576,10.30778794,5.525452939,10.30778794,5.525452939,9.008425546,4.304065093
PRAIRIE AVENUE & ROSECRANS AVENUE,0,CA,33.901933,-118.343823,7,Los Angeles,1065848,13.87928129,16414.7567,161.5054356,5675.051335,0.020264669,3609.802539,43.5940652,1311.881516,0.022409967,562.5485666,7.593157898,204.1245817,1,1,0,1,4,1,0,1,0.0049,840000,401250,218750,2751,874,322,26417.12328,206,26417.12328,206,5612.824553,52,9.705936069,5.084544991,8.643835064,-3.850708317,8.191408629,3.77494396,7.17921842,-3.754593407,6.332479249,2.027379254,5.318735401,-5.132802928,13.64115717,12.90233996,12.29568481,7.919720124,6.77308152,5.774554651,10.18176769,5.327876169,10.18176769,5.327876169,8.632809357,3.951243719
CRENSHAW BOULEVARD & ROSECRANS AVENUE,0,CA,33.901932,-118.326492,7,Los Angeles,968177,13.7831702,15911.31081,56.7325772,5638.286245,0.008110288,3646.480248,3.687107618,1270.093323,0.002162665,583.6019545,0.589149056,203.2731814,2,0,0,1,0,0,0,1,0.0085,905000,311250,157500,2229,682,200,28801.11416,221,28801.11416,221,7464.893199,65,9.67478557,4.038366226,8.637335618,-4.698350999,8.20151794,1.305113486,7.146846447,-5.756340252,6.369220879,-0.527380137,5.314555715,-4.65646348,13.71569022,12.64835173,11.96718074,7.709308782,6.525031124,5.298322367,10.26816935,5.398162702,10.26816935,5.398162702,8.917966403,4.17438727
WESTERN AVENUE & ROSECRANS AVENUE,0,CA,33.901925,-118.309122,7,Los Angeles,301520,12.61659163,7730.881822,161.0994788,2352.988119,0.049083236,1868.888216,48.22408282,525.7086285,0.063517168,248.9391616,8.335068223,70.70612892,2,0,0,1,0,0,0,1,0.0021,910000,390000,193750,5374,971,277,22585.74805,198,22585.74805,198,6899.664946,66,8.952978342,5.082028262,7.763441765,-2.994068944,7.533099531,3.875879276,6.264749023,-2.74082392,5.517212553,2.120591669,4.258546401,-5.776353167,13.72119988,12.87390202,12.17432395,8.589327975,6.878327498,5.624021116,10.02507437,5.288267031,10.02507437,5.288267031,8.839228131,4.189654742
VERMONT AVENUE & ROSECRANS AVENUE,0,CA,33.901913,-118.291964,7,Los Angeles,667309,13.41100849,9214.464763,106.2766171,2984.994175,0.026778685,2872.691729,43.158464,942.7019887,0.033764071,462.9912225,8.94205155,158.9903036,2,0,0,1,1,0,0,0,0.0181,585000,253750,180000,1665,735,538,34985.69014,331,34985.69014,331,9489.457986,93,9.128529894,4.6660547,8.001353409,-3.583486279,7.963005102,3.764901721,6.848751269,-3.359170868,6.137710256,2.190876868,5.068849506,-3.958066944,13.27936713,12.44410481,12.10071214,7.417581003,6.59987186,6.287860419,10.4626944,5.802118375,10.4626944,5.802118375,9.157936776,4.532599493
PRAIRIE AVENUE & EL SEGUNDO BOULEVARD,0,CA,33.916439,-118.343868,7,Los Angeles,841187,13.64256927,15115.50844,116.8000849,4876.605087,0.016318645,3422.220635,13.79599964,1043.674172,0.007982619,538.6499089,1.555005806,162.0644942,1,1,0,1,2,0,0,0,0.0018,862500,306250,121250,3489,662,176,25825.6567,273,25825.6567,273,7504.801259,77,9.623476611,4.760472359,8.492204783,-4.055971614,8.13804522,2.624451151,6.950503582,-4.712463791,6.289067697,0.442122157,5.088000539,-5.878135862,13.66759043,12.63215704,11.70560982,8.157370728,6.495267067,5.170489677,10.15912372,5.609471795,10.15912372,5.609471795,8.923298263,4.343805422
CRENSHAW BOULEVARD & EL SEGUNDO BOULEVARD,0,CA,33.916446,-118.326501,7,Los Angeles,495260,13.11283816,5030.98621,43.14814906,1574.130106,0.021406908,1249.509929,8.06345603,417.4361991,0.015587978,196.8399356,0.983077179,67.53492515,2,0,0,1,0,0,0,0,0.0048,1112500,331250,138750,5779,1223,275,20473.81968,163,20473.81968,163,7082.834645,58,8.523371508,3.764662697,7.36145872,-3.798385994,7.130507497,2.087466261,6.034134112,-4.099077063,5.282395969,-0.016050951,4.212659681,-5.149897361,13.92212029,12.71062866,11.84042904,8.661986109,7.109062953,5.616774734,9.92690226,5.093750201,9.92690226,5.093750201,8.86542948,4.060443011
WESTERN AVENUE & EL SEGUNDO BOULEVARD,0,CA,33.916443,-118.309072,7,Los Angeles,280710,12.54507739,4972.923742,53.90113472,1694.949355,0.025570984,1215.892197,1.495464218,442.0974399,0.003014985,193.8255106,0.240193968,70.37202174,2,0,0,1,2,0,0,0,0.0321,528750,196250,36250,3036,691,127,20363.07462,150,20363.07462,150,5491.57866,37,8.511763425,3.987170082,7.43540873,-3.627935492,7.103234227,0.403105138,6.091532572,-5.517721668,5.266963484,-1.422153823,4.253809976,-3.408221997,13.17827101,12.18714464,10.49819469,8.018296468,6.538141271,4.84419496,9.921478472,5.010635294,9.921478472,5.010635294,8.610971045,3.610917913
VERMONT AVENUE & EL SEGUNDO BOULEVARD,0,CA,33.916425,-118.291805,7,Los Angeles,435716,12.98474594,7110.540887,43.98785463,2156.337537,0.015305424,1781.110735,9.168564992,541.6850839,0.012557287,276.8997967,1.376569176,83.80476886,1,0,0,1,0,0,0,1,0.0313,233750,26250,11250,2715,84,28,38561.57508,417,38561.57508,417,10027.41567,137,8.869333735,3.783936298,7.67616694,-4.116257456,7.484993019,2.215889847,6.294686653,-4.30083109,5.623659307,0.320320479,4.428501846,-3.432688049,12.36200745,10.17542131,9.328123497,7.906547601,4.430828704,3.332240224,10.5600116,6.033086222,10.5600116,6.033086222,9.213078187,4.919980926
AVIATION BOULEVARD & ARTESIA BOULEVARD,0,CA,33.87285,-118.381558,7,Los Angeles,150774,11.92353731,11364.24292,209.612903,4418.144814,0.034466531,2679.718,40.64886855,1038.966747,0.028734777,352.4803077,2.671798267,127.8719413,2,0,0,1,1,0,0,1,0.0661,902500,437500,163750,1976,647,243,36323.75173,326,36323.75173,326,10652.6758,100,9.338227207,5.345267282,8.393475388,-3.339165814,7.893467217,3.704995602,6.945982948,-3.515437975,5.864997593,0.983125964,4.851037125,-2.701571235,13.71292397,12.98883199,12.00609616,7.588830384,6.47234784,5.493065559,10.50022712,5.786897381,10.50022712,5.786897381,9.273566388,4.605170186
AVIATION BOULEVARD & MANHATTAN BEACH BOULEVARD,0,CA,33.887377,-118.378612,7,Los Angeles,320513,12.67767812,7126.517847,56.81995397,2503.11513,0.015514202,1694.916762,0,590.3494843,0,265.2825285,0,92.10963323,2,0,0,1,3,2,1,1,0.0305,416250,201250,108750,1400,662,249,30410.92534,256,30410.92534,256,10133.27514,89,8.871578154,4.039905166,7.825291687,-4.103534563,7.435389501,-6.907755279,6.380716402,-6.907755279,5.580799173,-6.907755279,4.52299039,-3.457767733,12.93904132,12.2123032,11.59680696,7.24422823,6.495267067,5.517456913,10.32255721,5.545177444,10.32255721,5.545177444,9.223579856,4.48863637
SEPULVEDA BOULEVARD & PALMS BOULEVARD,0,CA,34.019265,-118.42223,7,Los Angeles,804304,13.59773259,13441.46661,114.3542472,5627.557764,0.015519671,3881.818078,43.43953847,1686.536562,0.020717973,734.8432681,3.991259358,317.9230363,1,1,0,1,2,1,0,1,0.0231,1091250,975000,222500,1658,1124,268,34209.86335,299,34209.86335,299,9844.038696,92,9.506099806,4.739309807,8.635431015,-4.103203406,8.264059157,3.771393071,7.430432926,-3.829615112,6.599658597,1.384357326,5.761812475,-3.725543438,13.90283439,13.79019275,12.31268239,7.413367939,7.02464992,5.590990712,10.44026928,5.700443573,10.44026928,5.700443573,9.194621342,4.521788577
SAWTELLE BOULEVARD & PALMS BOULEVARD,0,CA,34.018502,-118.425304,7,Los Angeles,378595,12.84422231,11335.35883,103.2762555,4752.078347,0.01724135,3092.11855,30.43780921,1252.186348,0.019267167,489.904933,6.867917662,189.4785103,0,2,0,1,2,1,0,0,0.0531,1090000,972500,7500,1498,1125,76,35948.46742,321,35948.46742,321,10522.44117,98,9.335682307,4.637417173,8.466337558,-4.004064279,8.036612073,3.415718413,7.132647179,-3.898753091,6.194213399,1.927006548,5.244280894,-2.916921093,13.90168826,13.78762536,8.922658433,7.311886832,7.025539204,4.330746498,10.48984173,5.771441123,10.48984173,5.771441123,9.261265509,4.584967479
PRAIRIE AVENUE & FLORENCE AVENUE,0,CA,33.97116,-118.34405,7,Los Angeles,108692,11.59627348,6787.370833,69.91120669,2343.888838,0.022510113,1268.037949,7.577689524,421.8947089,0.013303724,181.9920851,1.093508764,55.65181743,1,1,0,0,4,1,0,1,0.0098,1130000,60000,0,1540,164,0,21967.59276,189,21967.59276,189,6195.591938,58,8.822819081,4.247240265,7.759567152,-3.750324625,7.145226851,2.025340299,6.044758148,-4.247235356,5.203968692,0.090305645,4.019132704,-4.528209145,13.93772819,11.00209986,-6.907755279,7.339538345,5.099872525,-6.907755279,9.99732359,5.241747015,9.99732359,5.241747015,8.73159334,4.060443011
PRAIRIE AVENUE & LENNOX BOULEVARD,0,CA,33.938212,-118.343885,7,Los Angeles,519648,13.16090694,15926.30059,83.54009902,3709.329097,0.013323093,4271.083462,26.78320829,952.0342149,0.015383884,680.0610627,4.647787895,150.7751447,0,2,0,0,3,0,0,1,0.0029,353750,161250,91250,875,340,237,28121.33558,261,28121.33558,261,7045.689097,62,9.67572721,4.425338715,8.218606573,-4.245882115,8.359623046,3.287812471,6.858602025,-4.11145711,6.522184063,1.536606518,5.015796251,-5.546778726,12.77634573,11.99071124,11.42135828,6.774225029,5.828948559,5.468064361,10.24428384,5.564520407,10.24428384,5.564520407,8.860171233,4.127134385
S. FLOWER STREET & FLORENCE AVENUE,0,CA,33.974663,-118.281226,7,Los Angeles,349707,12.76485094,16343.52423,198.1070802,4325.061887,0.032410128,3404.175684,26.96388818,963.4886483,0.021517112,488.080287,6.019881932,136.6586215,0,0,0,1,2,0,0,0,0.0025,481250,243750,90000,1951,590,120,55259.02743,534,55259.02743,534,18916.36192,186,9.701587088,5.288812742,8.37218196,-3.398896199,8.132758393,3.294535582,6.870561744,-3.793479725,6.190481964,1.795233749,4.91749332,-5.65499231,13.08414217,12.40389839,11.40756496,7.576097853,6.380124232,4.787500076,10.919787,6.280395839,10.919787,6.280395839,9.847782537,5.225746674
S. GRAND AVENUE & FLORENCE AVENUE,0,CA,33.974667,-118.280227,7,Los Angeles,380897,12.85028428,16583.66313,216.8417637,4300.83977,0.035305617,3501.778195,28.9514466,935.7975741,0.023088673,542.9915761,4.314343589,136.1805451,0,0,0,1,2,0,0,0,0.0039,450000,275000,27500,1743,430,54,54208.00661,522,54208.00661,522,18870.79953,186,9.716173401,5.3791725,8.366565811,-3.315782808,8.16102646,3.365654712,6.841400255,-3.726013549,6.297095648,1.462176948,4.913988886,-5.318520074,13.01700286,12.52452638,10.22194132,7.463363619,6.063787534,3.989002565,10.9005839,6.257667588,10.9005839,6.257667588,9.845371008,5.225746674
I-110 SB ON&OFF RAMPS / MANCHESTER AVENUE,0,CA,33.960066,-118.281985,7,Los Angeles,405471,12.91280464,14748.77746,63.50657017,4172.471324,0.013070282,2934.286469,16.60801878,888.5042577,0.016284696,502.2897345,1.662502048,151.9700564,0,0,0,1,4,2,1,1,0.0233,947500,322500,88750,1867,586,146,45269.32972,486,45269.32972,486,16160.70437,206,9.598915542,4.151159114,8.336264023,-4.263690335,7.984219932,2.809945848,6.789540565,-4.057933793,6.219179104,0.508925048,5.023690084,-3.717278929,13.76158222,12.68385842,11.39357872,7.532088679,6.373321496,4.983613471,10.72038503,6.186208624,10.72038503,6.186208624,9.690337918,5.327876169
GRAND AVENUE & FIRST STREET/1ST STREET,0,CA,34.05567,-118.24881,7,Los Angeles,6234241,15.6455674,11059.50477,921.7804968,6323.85277,0.171971218,2033.309675,180.619891,1143.606538,0.182758727,127.3929026,3.896354225,27.08161035,2,0,0,1,5,0,0,1,0.081,17805000,2045000,228750,59489,11361,6132,44610.47442,760,44610.47442,760,8935.769343,121,9.311045588,6.826308207,8.752084075,-1.754630071,7.617420618,5.19640031,7.041943052,-1.694131648,4.847283882,1.360297919,3.298891837,-2.501036032,16.69498987,14.53090835,12.34038499,10.99354672,9.337941805,8.721276403,10.70572396,6.633318433,10.70572396,6.633318433,9.097817528,4.795790546
FIGUEROA AVENUE & SECOND STREET,0,CA,34.0565521,-118.2531415,7,Los Angeles,873606,13.68038475,10818.48398,856.271667,5875.083879,0.15818211,3633.525769,342.6816691,2218.415622,0.159237497,1287.969344,136.786218,838.2695216,1,0,0,1,8,2,0,1,0.1053,20968750,2783750,527500,52889,7916,961,44245.7133,798,44245.7133,798,12895.6491,241,9.289011523,6.752588862,8.678475786,-1.837706387,8.197959017,5.836804856,7.704548987,-1.831098208,7.160822882,4.918426565,6.731340867,-2.241489994,16.85854379,14.8393095,13.17590415,10.87595068,8.976641433,6.86797545,10.69751377,6.682108597,10.69751377,6.682108597,9.464645254,5.484796933
OLIVE STREET & SEVENTH STREET,0,CA,34.046601,-118.255522,7,Los Angeles,8554459,15.96196323,13500.5714,1453.265217,9233.000931,0.188877815,3158.144809,373.2595657,2331.457398,0.193342308,267.4513254,38.49367753,181.4518135,0,2,0,1,2,1,0,0,0.0073,68747500,26910000,6867500,99106,21949,4685,37839.57212,535,37839.57212,535,8213.398417,91,9.510487363,7.281568866,9.130539511,-1.66137449,8.057740365,5.922276743,7.754249273,-1.638134201,5.588941328,3.650519986,5.200995639,-4.791499764,18.04595093,17.10800852,15.7423107,11.50394527,9.996476905,8.452121408,10.54111072,6.282266747,10.54111072,6.282266747,9.013522053,4.510859507
BROADWAY & ARCADIA STREET,0,CA,34.057149,-118.242232,7,Los Angeles,671197,13.41681797,10062.12463,411.3240276,3496.908328,0.139334803,2213.717124,92.50751664,881.0330174,0.126297705,390.6972469,17.02688762,160.2523462,0,1,0,0,4,1,0,0,0.1162,7111250,991250,0,34299,10575,98,40280.49634,543,40280.49634,543,13737.59786,193,9.216533716,6.019383723,8.159634808,-1.963724264,7.70242879,4.527300712,6.781096237,-2.061226802,5.967935515,2.834852448,5.076755977,-2.143873402,15.7771886,13.80672205,-6.907755279,10.44287151,9.266248098,4.584977683,10.60362267,6.29710932,10.60362267,6.29710932,9.527891722,5.262690189
HILL STREET & FIRST STREET/1ST STREET,0,CA,34.05434,-118.24658,7,Los Angeles,6721087,15.72076046,10982.77809,934.9630195,6441.213843,0.179555934,1385.722408,122.6574341,691.7785132,0.248767591,93.36459232,0,3.29743767,1,1,0,1,3,2,0,1,0.0821,15016250,2590000,117500,61033,18144,6101,41242.84473,596,41242.84473,596,8216.4713,91,9.304083788,6.840508047,8.770472441,-1.711714668,7.233977599,4.809403534,6.539267282,-1.387224429,4.536522887,-6.907755279,1.193448923,-2.487710577,16.52464351,14.76716843,11.67419362,11.01917,9.806095262,8.716208135,10.62723292,6.390240667,10.62723292,6.390240667,9.013896114,4.510859507
BROADWAY & FIRST STREET,0,CA,34.053637,-118.245518,7,Los Angeles,3512544,15.07185112,10672.58102,865.7060345,6157.447563,0.17945305,1499.947322,137.6376995,775.0467992,0.23287068,93.3645978,0,3.297437864,1,1,0,1,3,2,0,1,0.0677,14818750,2191250,123750,61214,23425,682,40962.21033,563,40962.21033,563,8264.542953,82,9.275433304,6.763546554,8.725417776,-1.712284644,7.313185934,4.924632132,6.652924704,-1.452986966,4.536522945,-6.907755279,1.193448982,-2.67800608,16.51140383,14.59998272,11.72601869,11.02213122,10.06155915,6.525031124,10.62040522,6.333279628,10.62040522,6.333279628,9.01972971,4.406719247
SPRING STREET & FIRST STREET,0,CA,34.052939,-118.244455,7,Los Angeles,2734150,14.82133116,10311.03587,780.0503807,5780.605624,0.176786982,1663.859947,146.6212157,898.7464276,0.208468909,93.36458792,0,3.297437515,2,0,0,1,3,2,1,1,0.0299,13053750,2597500,246250,51874,22607,5863,39185.5987,514,39185.5987,514,8446.779181,78,9.240970141,6.65935979,8.662263908,-1.727169175,7.416896052,4.987859318,6.801002047,-1.563179956,4.53652284,-6.907755279,1.193448876,-3.476999095,16.38458601,14.77006,12.41410256,10.856573,10.02601492,8.676416868,10.57606458,6.242223265,10.57606458,6.242223265,9.041540486,4.356708827
MAIN STREET & FIRST STREET,0,CA,34.052229,-118.243376,7,Los Angeles,3162430,14.96685128,9936.923525,692.8861551,5402.31623,0.169861183,1802.046712,135.6062257,1007.403176,0.17893926,102.4941986,0.431262551,10.63638859,1,1,0,1,2,2,1,0,0.0251,11045000,3195000,407500,45857,16865,5683,38097.09592,500,38097.09592,500,8009.948363,76,9.204012848,6.540867151,8.594583257,-1.76690385,7.496678915,4.909762661,6.915132179,-1.715135929,4.629815955,-0.838722118,2.364375021,-3.645819965,16.21748839,14.97709765,12.91779621,10.73328316,9.732995807,8.645234717,10.54789334,6.214608098,10.54789334,6.214608098,8.988439593,4.33073334
LOS ANGELES STREET & FIRST STREET,0,CA,34.051511,-118.242382,7,Los Angeles,4038530,15.21139132,9682.727014,629.7885745,5173.751565,0.160304233,1918.865515,117.3499065,1102.253222,0.150726085,171.1906046,3.676328949,65.85885869,2,0,0,1,2,2,0,1,0.0231,9842500,3091250,680000,43216,16278,3692,38093.85998,480,38093.85998,480,7977.245627,83,9.17809896,6.445385755,8.551353539,-1.824463051,7.559489934,4.765168647,7.005112655,-1.885678456,5.142783424,1.30218666,4.187529131,-3.725543438,16.1022203,14.9440861,13.42984808,10.6739661,9.697569843,8.213923866,10.54780839,6.173786104,10.54780839,6.173786104,8.984348471,4.418840608
JUDGE JOHN AISO STREET & FIRST STREET,0,CA,34.050405,-118.240856,7,Los Angeles,1895285,14.45487978,9491.677299,528.94381,4890.953732,0.139757842,1960.017213,85.31914171,1147.323267,0.108913078,357.8330942,12.49290687,215.8937587,2,0,0,1,2,1,0,1,0.0088,9405000,3066250,952500,30983,12552,1554,39069.7038,490,39069.7038,490,8125.041966,84,9.158170725,6.270884098,8.495142805,-1.960714299,7.580709045,4.446410555,7.045187786,-2.208065426,5.880069455,2.525241075,5.374791061,-4.625372893,16.05675202,14.93596587,13.76684539,10.34119398,9.437635374,7.348588174,10.57310261,6.194405391,10.57310261,6.194405391,9.002706172,4.430816799
CENTRAL AVENUE & FIRST STREET,0,CA,34.049193,-118.239066,7,Los Angeles,779369,13.5662399,8707.031571,366.9709727,4326.520966,0.105164231,1921.50203,60.61721233,1142.924625,0.073006157,393.0774815,13.96699866,247.7099069,1,0,0,1,2,0,0,1,0.0101,7858750,2921250,746250,26727,4340,1026,37581.29967,462,37581.29967,462,8472.274359,93,9.07188632,5.905285477,8.372519257,-2.242768038,7.560862987,4.104595381,7.041346592,-2.603606987,5.97400929,2.636768903,5.512262368,-4.500810171,15.87713812,14.88752217,13.52281595,10.19342961,8.375629858,6.933424,10.53426186,6.135564891,10.53426186,6.135564891,9.044554271,4.532599493
ALAMEDA STREET & FIRST STREET,0,CA,34.048988,-118.238115,7,Los Angeles,500050,13.12246337,8048.968952,286.5204125,3898.971579,0.087461574,1791.798564,53.49212157,1056.892716,0.063317429,307.5080071,9.545147189,185.859717,2,0,0,1,2,0,0,1,0.0095,6912500,2216250,245000,23547,3176,491,36859.64615,463,36859.64615,463,9212.862964,103,8.993299406,5.657813271,8.268468356,-2.425187019,7.490975737,3.979553077,6.963089428,-2.743924627,5.728504378,2.256137637,5.22499756,-4.556380022,15.74884192,14.61132714,12.40901349,10.06675375,8.063378137,6.196446164,10.51487263,6.137727054,10.51487263,6.137727054,9.128355935,4.634728988
